visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
42123641,42123641,N033723,2,227,Pirfenidone Suppresses Liver Fibrosis Through Inhibition of TGF-β-Associated Lipid Metabolic Remodeling in Hepatic Stellate Cells.,"In parallel, PFD suppressed TGF-β-associated lipid accumulation in vitro, reduced SREBP1/FASN expression in activated HSC-rich regions in vivo, and alleviated CCl4-induced liver fibrosis. Together, the reported findings support a model in which TGF-β-associated lipogenic remodeling contributes to HSC activation and suggest that interference with this metabolic state may represent one component of the antifibrotic action of pirfenidone."
42123606,42123606,N033725,1,1,Omega-3 Fatty Acids Attenuate Renal Myostatin Expression and Mitochondrial Alterations Under Uremic Conditions.,"The reported findings suggest that omega-3 FAs exert protective effects against uremia-induced renal injury by suppressing myostatin and preserving mitochondrial homeostasis, specifically by modulating biogenesis, dynamics, and structural integrity. Consequently, omega-3 FAs may serve as a potential therapeutic strategy with which to preserve mitochondrial homeostasis in patients with CKD."
42110303,42110303,N033728,1,1,Domestic violence in Nepal: Insights from machine learning-based prediction.,"Among all models tested, LDA achieved the highest accuracy (74.61%) and F1-score (0.6924), while CatBoost and AdaBoost also showed competitive performance The study demonstrates the potential of machine learning models in predicting DV risk using male demographic profiles. While acknowledging that findings derived from Nepal-specific data may not be directly generalizable to other sociocultural settings, the findings highlight critical socio-economic determinants such as education, wealth, and substance use and support the use of predictive modeling as a complementary tool for early identification and targeted intervention."
42083638,42083638,N033732,2,1,Androgen promotes oocyte development by upregulating gap junction intercellular communication activity in granulosa cells in mice.,"Androgen may enhance GJIC activity in granulosa cells via the AR pathway and PKC signaling pathway, an effect associated with improved oocyte development in mice. The findings provide a theoretical basis for the use of androgen pretreatment to improve ovarian response in older POR patients."
42080183,42080183,N033733,1,2295,Biomedical utility of zinc and copper mediated cerium oxide nanoparticles.,"Enzyme-mimetic assays showed that Zn-doped CNPs substantially enhanced superoxide dismutase-like activity at low dopant levels while suppressing catalase-like activity, whereas Cu-doped CNPs significantly increased catalase-like activity at higher dopant loadings, indicating distinct catalytic fingerprints at the nano-bio interface. Normal human unbillical vein endothelial cells (HUVECs) exhibited an increase in cell number at low concentration of CNPs and doped nanoparticles, whereas Zn and Cu-doped CNPs showed significant reduction in cell number at higher concentrations. Collectively, the reported results demonstrate dopant-gated control of surface redox states as a strategy to tune the catalytic behavior of nanoceria and highlight the potential of doped CNPs as programmable redox-active nanobiomaterials with preferential in vitro cytotoxicity toward cancer cells."
42079447,42079447,N033735,3,1,The synthetic estradiol analog E0703 enhances Akkermansia muciniphila growth for radiation-induced intestinal damage repair.,"E0703 also enhanced AKK abundance in irradiated mice, particularly in the presence of mucin, thereby elevating the availability of GlcN-6-P-a critical substrate for intestinal organoid repair. The reported findings indicate that E0703 exerts direct effects on goblet cells and AKK, promoting host-microbe interactions that facilitate intestinal regeneration and improve survival following radiation exposure."
42063173,42063173,N033741,4,1,CAR-T cells targeting fibroblast activation protein eliminate pathological fibroblasts and preserve cardiac function in a Duchenne Muscular Dystrophy murine model.,"Concomitantly, anti-FAP CAR-T cells improved cardiac function compared to control mice injected with GFP-transduced T lymphocytes or bovine serum albumin used as negative controls The reported results suggest that anti-FAP CAR-T cells could be efficient for mitigating fibrosis and thus complement gene therapy of DMD. More generally, their therapeutic benefits pave the way for potential applications extending to other fibrosis-associated diseases."
42063146,42063146,N033746,1,1,Tetrahydropalmatine may alleviate doxorubicin-induced renal injury by activating the Sirt3-mediated Nrf2/HO-1 pathway.,"THP protects against DOX-induced renal injury in mice. Mechanistically, this may involve activating the SIRT3-mediated Nrf2/HO-1 pathway, improving podocyte function, and inhibiting oxidative stress, inflammation, and apoptosis."
42062894,42062894,N033755,1,1,Deficiency of Setd2 in mesenchymal stem cells facilitates the progression of myelodysplastic syndrome to leukemia.,"Moreover, we found that SETD2 expression is significantly lower in high-risk MDS patients than in low-risk MDS patients, further suggesting that the targeted deletion of Setd2 in MSCs is associated with MDS progression. Collectively, our results suggest that Setd2 in MSCs suppresses MDS progression to leukemia through coagulation factor XII-mediated suppression of the stem cell support capacity of MSCs."
41789889,41789889,N033773,1,2296,Fucoxanthin Attenuates Bisphenol A-Induced Testicular Injury via NF-κB-Mediated Pyroptosis Inhibition.,"The reported findings suggest that Fx may serve as a promising dietary supplement or nutraceutical agent to mitigate the adverse reproductive effects of environmental endocrine disruptors, with potential benefits for male reproductive health."
41648933,41648933,N033774,3,1,Ginkgetin Alleviates Doxorubicin-Induced Heart Failure by Regulating Mitochondrial Dysfunction Through the AMPK/Sirt1/NF-κB Signaling Pathway.,"GK protects against DOX-induced HF by activating AMPK/Sirt1 and inhibiting NF-κB signaling, thereby mitigating OS, inflammation, apoptosis, and mitochondrial dysfunction."
42220772,42220772,N033780,1,1,"In Vitro Quantification of Fluoride Levels in Commonly Consumed Foods and Beverages in Tirupati, India.","Fluoride levels in commonly consumed foods and beverages show considerable variation, with potential implications for cumulative dietary fluoride exposure. Mandatory labeling of fluoride content should be implemented to aid informed decision-making. In low-fluoride environments, carefully calibrated supplementation may be warranted, while communities exposed to high dietary fluoride require monitoring to safeguard against fluorosis."
42198240,42198240,N033784,1,2297,PLGA Microparticles as a Stable and Biocompatible Carrier for Adiponectin Delivery to Enhance Bone Regeneration.,"PLGA microparticles serve as an effective, stable, and biocompatible delivery platform for ADPN, significantly promoting bone regeneration in vitro and in vivo. This delivery system enhances the therapeutic potential of ADPN for clinical bone repair applications."
42197386,42197386,N033786,8,1,Heterologous Prime-Boost Vaccination with GRA35-Encoding DNA and mRNA Vaccines Enhances Protective Immunity Against Toxoplasma gondii Infection in Mouse Models.,"Following challenge with the RH and PRU strains, vaccinated mice exhibited prolonged survival and significantly reduced brain cyst burdens following PRU challenge compared with control groups. Collectively, the reported findings indicate that GRA35-based nucleic acid vaccines, particularly when administered in a heterologous prime-boost regimen, elicit multifaceted protective immune responses and represent promising vaccine candidates against T. gondii infection."
42188772,42188772,N033795,1,675,Intranasal Immunization with Live-Attenuated RSV-Vectored SARS-CoV-2 Vaccines Elicits Antigen-Specific Systemic and Mucosal Immunity and Protects Against Viral Challenge and Natural Infection.,"Intranasal RSV-vectored vaccines can elicit broad protective respiratory immunity, suggesting that this platform could be leveraged for other respiratory pathogens."
42137802,42137802,N033801,1,372,Temperature stress-induced production of salicylic acid from endophytic Aspergillus flavus with its in silico and in vitro anti-inflammatory potential and promising effect in combination with ibuprofen.,"Molecular docking studies demonstrated the highest binding affinity with cyclin-dependent kinase 2 (CDK2) (-6.1), followed by cyclooxygenase-1 (COX-1) (-6.0), cyclooxygenase-2 (COX-2) (-5.5), and high-mobility group protein B1 (HMGB1) (-4.9), indicating CDK2 as a potential primary target. In vitro anti-inflammatory activity, assessed using the egg albumin denaturation assay, showed that ibuprofen exhibited greater inhibition than salicylic acid alone; however, their combination resulted in the highest inhibition rate (29.56% at 300 μg mL-1), with a dose-dependent increase observed. The reported findings suggest that fungal-derived salicylic acid enhances the anti-inflammatory potential of ibuprofen and may serve as a promising natural adjunct to conventional nonsteroidal anti-inflammatory drug therapy."
42137799,42137799,N033802,1,2233,Taoling Yuyang Decoction alleviates DSS-induced ulcerative colitis in mice by regulating gut microbiota -metabolite axis and restore intestinal barrier function.,"Taoling Yuyang Decoction ameliorates DSS-induced colitis via integrated mechanisms involving oxidative stress reduction, anti-inflammation, intestinal barrier repair, and restoration of gut flora homeostasis and metabolic pathways. The superior effect of the high dose highlights its clinical potential for UC treatment."
42136661,42136661,N033815,1,2298,Limonin alleviates pyroptosis and inflammatory responses in cardiomyocytes of myocardial ischemia-reperfusion mice by inhibiting the caspase-3/GSDME pathway.,"The study revealed the protective effects of limonin in reducing myocardial I/R injury by inhibiting the caspase-3/GSDME pathway, thereby providing a theoretical basis for the development of limonin-based myocardial protection strategies."
42125080,42125080,N033818,2,89,miR-765 induces angiogenesis by inhibiting dipeptidyl peptidase 4 and increasing fibroblast growth factor 2.,"Results showed that miR-765 is an angiogenic miRNA, targeting the 3' untranslated region of dipeptidyl peptidase 4 (DPP4) and upregulating fibroblast growth factor 2 (FGF2) in vitro and in vivo. In conclusion, as an angiogenesis mechanism, miR-765 increased FGF2 expression levels by inhibiting DPP4."
42083565,42083565,N033829,1,2299,Tumor-Promoting Crosstalk of MMP11⁺ Fibroblasts and SPP1⁺ Macrophages Drive Poor Prognosis in Breast Cancer: Integrated Multi-Omics Analysis.,Our study identifies a distinct population of MMP11+ CAFs that is highly enriched in BRCA. We further elucidated a close interaction between MMP11+ CAFs and SPP1+ macrophages within the BRCA tumor microenvironment. Targeting this stromal-immune interaction represents a promising therapeutic target for future BRCA treatment strategies.
42064586,42064586,N033831,1,2300,Preparation and Evaluation of Niosomal Clerodendrum serratum (Linn.) Moon Extract Formulations: Comparative In Silico and In Vitro Studies of Drying Methods for the Treatment of Hemorrhoids.,"The data indicate that CSM extract, especially when dehydrated in a dehydration chamber and then encapsulated in niosomes, has the potential to serve as a safe and effective therapeutic for hemorrhoids. The findings also emphasize the role of the drying method in retaining the bioactivity of plant extracts and the need for niosomes as a delivery system to improve bioavailability."
42057229,42057229,N033835,6,1,Lactobacillus johnsonii-derived extracellular vesicles modulate gut microbiota metabolites and macrophage-related immune responses against Salmonella Typhimurium infection.,"In conclusion, our study demonstrates that Lj-EVs alleviate Salmonella infection by reducing bacterial burden and confer metabolic and immunomodulatory benefits."
42055709,42055709,N033849,1,1007,C-type lectin domain family 5 member A-mediated activation of macrophages via a bispecific antibody enhances anti-HER2 therapy.,The reported results identify the CLEC5A-HER2 bispecific antibody as a potential immunotherapy for HER2-positive cancers by effectively engaging both innate and adaptive immunity.
42198367,42198367,N033857,1,2205,"Integrated Evaluation of Urtica dioica Extract Assessing Physiochemical Analysis with Antioxidant, Antiviral, and Immunomodulatory Effects Against SARS-CoV-2.","Collectively, the reported findings highlight that UdE exhibits multi-target in vitro antioxidant, antiviral, and immunomodulatory activity against SARS-CoV-2; therefore, UdE represents a promising bioactive extract for the management of SARS-CoV-2 infection."
42198235,42198235,N033860,1,2301,Nanostructured Lipid Carriers Loaded with Donepezil for Nose-to-Brain Targeting.,"Donepezil-NLC has proven to be an efficient drug delivery system for the nose to the brain, which may reduce systemic toxicity and improve Alzheimer's therapy with low doses of donepezil and fewer adverse effects."
42193331,42193331,N033865,4,130,Phloretin Attenuates Cancer Cachexia-Induced Skeletal Muscle Wasting Associated with the Modulation of STAT3 Signaling.,Phloretin effectively ameliorates cancer cachexia-induced muscle wasting by targeting STAT3-mediated protein degradation and autophagy pathways. The reported findings suggest that phloretin represents a promising therapeutic agent for the clinical management of cancer-associated cachexia.
42131503,42131503,N033883,1,1,Therapeutic potential of recombinant human collagen XVII in blue light-induced skin photoaging: preserving epidermal-dermal structural integrity and functional homeostasis.,"The reported findings suggested that rhCol17 protects against BL-induced molecular damage and functional impairment in epidermal and dermal cells, while maintaining epidermal-dermal structural integrity. rhCol17 represents a promising therapeutic strategy for preventing BL-related skin damage and offers preliminary insights for potential clinical translation."
42131239,42131239,N033886,6,1,"An extra virgin olive oil diet impairs glycemic control, but mitigates high-fat diet-induced inflammation compared to coconut oil in mice.","Neither inflammation nor gut microbiota composition accounted for the observed metabolic impairment. Instead, the altered glucose homeostasis was associated with fatty acid storage and enhanced hepatic lipid accumulation. The reported findings point toward altered metabolic partitioning and suggest the involvement of a liver-pancreas axis in diet-dependent regulation of glucose homeostasis."
42123991,42123991,N033895,1,362,Exploring the Therapeutic Effect of Polygonatum cyrtonema Polysaccharides in Reversing D-Galactose (D-Gal)-Mediated Cardiac Aging.,"PCPs enhanced the antioxidant capacity of cardiomyocytes, improved energy metabolism homeostasis, maintained mitochondrial integrity, thereby synergistically regulating key aging-related signaling pathways such as suppressing overactivation of the p53/p21 axis and downregulating the expression of the senescence-associated secretory phenotype, thereby effectively mitigating myocardial injury and delaying cellular senescence The study demonstrates the anti-cardiac aging effects of PCPs at both cellular and animal levels, confirming that they protect cardiomyocytes by antagonizing oxidative stress, suppressing the p53/p21 pathway, and improving mitochondrial function. The reported findings provide an experimental basis for developing PCPs as a naturally sourced intervention against cardiac aging."
42123500,42123500,N033899,1,37,Anti-Adipogenic Effects of N-Methylatalaphylline in 3T3-L1 Cells Through Modulation of Metabolic and Mitogenic Signaling Pathways.,"Additionally, molecular docking and molecular dynamics simulations suggested potential interaction between NMA and ERK1, supported by hydrogen bonding and hydrophobic contacts. Overall, the reported findings suggest that NMA exerts anti-adipogenic effects in vitro by modulating adipocyte proliferation, differentiation, and lipid metabolism. The reported findings highlight NMA as a promising acridone alkaloid scaffold for anti-adiposity applications, warranting further in vivo validation."
42121477,42121477,N033906,3,76,"Comparative Chemical Profiling, Antioxidant Activity, and Antidiabetic Potential of Four Whole-Grain Red Rice Cultivars from Three Southern Border Provinces of Thailand: An In Vitro and In Silico Investigation.",This is the first study to suggest that HGDN 59 exhibits potential α-glucosidase inhibitory activity in vitro and may serve as a promising functional food candidate for the dietary management of postprandial glycemic response.
42079438,42079438,N033911,1,2302,Evaluation of Self-Illuminating Nanoconjugates Against Pancreatic Ductal Adenocarcinoma.,"In vivo testing in patient-derived xenograft (PDX) models validated the therapeutic potential of SI-NCs, supporting this self-illuminating platform as a promising strategy to overcome light-penetration barriers and enhance PDT for PDAC treatment."
42077889,42077889,N033913,2,184,"Therapeutic Potential of Vanillylacetone in Ameliorating CCl4-Induced Cardiotoxicity by targeting TNF-α/ NF-κB/TGF-β1 Pathways: Evidence from Biochemical, Histopathological, and Computational Analyses.","Therefore, with the findings of the results and histopathological examination, we can conclude that the treatment with vanillylacetone demonstrated a strong therapeutic effect, leading to the normalization of all serum enzyme indicators, antioxidant enzymes, and cytokines. Computational analysis indicates high binding with cardioprotective pathway components responsible for oxidative stress and inflammatory modulation, such as the TGF-β1/Smad pathway (-4.59 kcal/mol) and the NF-κB signaling pathway (-5.67 kcal/mol). These interactions suggest that vanillylacetone directly modulates cardiac damage and repair processes by multifactorial means, involving both intrinsic antioxidant scavenging and pathway modulation."
42050733,42050733,N033920,1,2303,Comprehensive transcriptomics and proteome analysis to identify prognostic risk factors for MYCN non-amplified high-risk neuroblastoma.,"MYCN-NA HR-NB demonstrates metabolic reprogramming characterized by disorders in glucose and lipid metabolism. Notably, the elevated expression of INPP5F and LGI3 is linked to improved overall survival and may serve as potential therapeutic targets."
42050461,42050461,N033926,1,2304,High-resolution mapping of onchocerciasis risk in Ghana using spatial machine learning models.,"River density (relative risk [RR] = 7.99; 95% confidence interval [CI]: 3.16-20.19; p < 0.0001) was associated with increased transmission risk, whereas higher land surface temperatures (RR = 0.06; 95% CI: 0.02-0.20; p < 0.0001) and dense vegetation cover (RR = 0.19; 95% CI: 0.06-0.61; p = 0.005) correlated with reduced transmission risk The reported findings underscore the need for targeted vector control, improved healthcare access, and integrated social interventions. Generated risk maps provide valuable tools for adaptive strategies toward the World Health Organization's 2030 elimination targets."
42049697,42049697,N033929,1,1,Limosilactobacillus fermentum ANC4 (KCTC 15072BP) Mitigates Dexamethasone-Induced Muscle Atrophy and Improves Overall Skeletal Muscle Function.,"Notably, the heat-killed form effectively increased MyHC, while the live form strongly suppressed Atrogin-1. The reported findings suggest that L. fermentum ANC4 prevents muscle atrophy by balancing catabolic signaling and myogenic repair, highlighting its potential as a probiotic or postbiotic therapy for preserving muscle mass and function."
42048350,42048350,N033932,1,2305,"Fatty acid-binding protein 5 (FABP5) modulates limbal epithelial cell homeostasis by regulating the expression of key genes under both normal and inflammatory conditions, in vitro.","Following FABP5 knockdown, reduced PAX6, IL-6 and KRT3 protein levels were confirmed in absence of inflammatory stimuli and in cells treated with IL-1β (p ≤ 0.034). The study results suggest a novel role of FABP5 protein in AAK progression by controlling expression levels of genes and proteins involved in LEC differentiation."
42047973,42047973,N033934,8,4,The effects of dietary beef powder on the dextran sulfate sodium-induced colitis in a mouse model through COX-2 pathway.,"Moreover, the Th1/Th2 cytokine ratio and expression of COX-2 protein were markedly decreased compared with those in DSS-treated mice. The reported results indicated that supplementation with dietary round beef powder for 42 days protects against DSS-induced colitis in mice by alleviating oxidative stress, inflammatory cytokines production and protein expression in the colonic tissue."
42047897,42047897,N033935,1,2306,A versatile plasmid platform for auxotrophic complementation in attenuated Mycobacterium bovis BCG.,"We developed five BioBrick™-compatible plasmids with distinct promoters for auxotrophic complementation and antigen expression in BCG ΔLeuD, eliminating the need for antibiotic-based selection. This standardized plasmid series reduces vector-related variability in comparative studies and provides a diverse promoter repertoire that may enhance the stability and efficacy of recombinant BCG ΔLeuD strains, representing a valuable advancement for prophylactic and therapeutic vaccine development."
42045850,42045850,N033936,3,1,Parallel metabolomic and transcriptomic profiling reveals the cytotoxic mechanism of protein-bound uremic toxin p-cresol sulfate via disruption of glutathione and glycerophospholipid metabolism in MC3T3-E1 osteoblasts.,"Parallel metabolomics and transcriptomics profiling showed PCS-induced disruptions in glutathione and glycerophospholipid pathways are central to cellular metabolic dysfunction in CKD-MBD. These insights highlight the potential of multi-omics to elucidate uremic toxin pathophysiology, providing a foundation for improved CKD-MBD management."
42193324,42193324,N033955,1,1006,Sulforaphane Ameliorates High-Glucose-Induced Damage in a Diabetic Foot Ulcer Cell Model by Activating the Nrf2 Pathway to Improve Mitochondrial Function and Suppress Inflammation.,"SFN activates Nrf2 expression and protects HUVECs from high-glucose-induced injury by improving cell viability, mitochondrial function, and inflammatory response. The reported findings suggest that SFN may serve as a promising targeted therapy for diabetic foot ulcers."
42193178,42193178,N033956,1,1,Antioxidant Supplementation with Caffeine During Rescue In Vitro Maturation Improves Fertilization and Embryo Development in Women of Advanced Maternal Age.,"Time-lapse morphokinetic analysis further revealed more synchronized developmental kinetics in embryos derived from caffeine-treated oocytes, resembling those derived from in vivo-matured oocytes. Collectively, the reported findings suggest that transient caffeine exposure during r-IVM enhances post-fertilization developmental competence."
42192657,42192657,N033957,1,50,"Sulfated Chitosan Induces Membrane Disruption, Aggregation, and Antibiofilm Activity in Piscirickettsia salmonis: A Biomimetic Strategy as an Antimicrobial Alternative in Aquaculture.","Also, ChS reduced (p < 0.05) biofilm formation (>50% at day 6 and 34.8% at day 8) The reported results demonstrated that ChS disrupts the cell membrane and reduces biofilm formation in P. salmonis, thereby affecting viability. This is the first report of the antibacterial effect of ChS, an HS analogue, against P. salmonis."
42188762,42188762,N033958,1,1,Poria cocos Polysaccharide Fraction PCP-II Enhances Humoral and Cellular Responses to a SARS-CoV-2 RBD Subunit Vaccine in Mice.,"In this comparative evaluation of traditional Chinese medicine polysaccharide candidates in a SARS-CoV-2 RBD subunit vaccine model, PCP-II showed the most prominent adjuvant activity. PCP-II enhanced antigen-specific humoral immunogenicity, improved neutralizing antibody responses, and was associated with increased IFN-γ-related cellular responses, supporting its potential as a candidate polysaccharide adjuvant for protein subunit vaccines."
42188761,42188761,N033959,3,1,Preliminary Immunogenicity Evaluation of an Immunoinformatics-Guided Multi-Epitope mRNA Vaccine Against Porcine Epidemic Diarrhea Virus.,"Immunization with the antigen E mRNA-LNP formulation induced significantly higher PEDV-specific IgG levels compared with control groups. The antigen E construct demonstrated favorable immunogenicity in a mouse model, supporting its potential as a promising construct for further investigation and optimization. Although further studies are required to validate antigen expression at the protein level and to further characterize immune mechanisms, these findings provide preliminary evidence supporting the feasibility of multi-epitope mRNA vaccines for PEDV prevention."
42188006,42188006,N033961,5,128,Lysolecithin Improves Lipid Metabolism and Gut Microbiota: An Integrated Transcriptome and Microbiome Analysis in Largemouth Bass (Micropterus salmoides) Fed Stearin-Based High-Lipid Diets.,"Overall, dietary inclusion of lysolecithin improved lipid utilization in largemouth bass, likely by enhancing lipid metabolism and promoting beneficial gut microbial profiles. The reported findings support lysolecithin as a promising feed additive for optimizing high-lipid aquafeeds."
42164395,42164395,N033963,2,46,Overexpression of SIRT3 ameliorates calcium oxalate crystal-induced renal necroptosis by suppressing the TNF-α/RIPK3/P-MLKL pathway.,"Overexpression of SIRT3 attenuates CaOx-induced necroptosis in renal tubular epithelial cells and reduces renal crystal deposition in mice, which is likely mediated through the suppression of the TNF-α/RIPK1/RIPK3/p-MLKL pathway."
42122178,42122178,N033978,5,129,Single-Dose Toxicity Study of Self-Assembling A6K/Sodium Borocaptate (BSH) Peptide Nanotubes as a New Boron Delivery Agent for Boron Neutron Capture Therapy (BNCT) in Mice.,"A single intraperitoneal administration of the A6K/BSH boron drug up to 600 mg/kg (BSH-equivalent) produced no evident acute systemic toxicity, suggesting that the approximate lethal dose exceeds 600 mg/kg for both sexes. This initial safety assessment supports the further development of the A6K/BSH boron drug as a boron delivery agent for BNCT."
42064601,42064601,N033981,1,1,Folate Receptor Alpha Targeted Immuno-Positron Emission Tomography Probe for Noninvasive Imaging in Triple-Negative Breast Cancer.,"The results demonstrated significantly higher uptake in CAL51 models compared to MDA-MB-231 models (17.17 ± 2.24%ID/g vs 3.79 ± 1.15%ID/g, P < 0.001), which was further confirmed by subsequent immunohistochemical analysis. In conclusion, 89Zr-DFO-Mirvetuximab holds significant potential for noninvasively identifying TNBC patients with sufficient FRα expression for targeted therapies like Mirvetuximab soravtansine, thereby supporting improved patient stratification and treatment response monitoring."
42049691,42049691,N033987,8,1,Protective effects of Lactiplantibacillus plantarum YC225 Mixture Are associated with Gut Microbiota in Vulvovaginal Candidiasis.,"16S rRNA profiling of fecal samples showed LM-associated shifts in gut microbial composition, including increased abundance of Lactobacillus/L. plantarum and decreased abundance of several opportunistic taxa. Correlation analysis suggested associations between specific gut taxa and VVC parameters. Collectively, the reported findings indicate that oral LM may mitigate VVC-associated inflammation, epithelial damage, and fungal burden, and these effects are accompanied by changes in gut microbiota composition."
42046102,42046102,N033995,2,982,Pharmacological targeting of SF3a1-MDM4 splicing vulnerability in ovarian cancer with rifaximin and antisense oligonucleotide.,"The study findings uncover the oncogenic impact of SF3a1 in OC and highlight the prospects to target it by rifaximin and downstream MDM4 AS by ASO, synergistically improving the therapeutic effectiveness of cisplatin in OC."
42045930,42045930,N034005,1,2307,Virus-immune signatures reveal distinct clinical phenotypes and predict prognosis in patients with Kaposi's sarcoma.,"Our constructed risk prediction model accurately predicted the probability of disease progression within two years (AUC: 87.8%) The study established a biology-driven KS classification system grounded in an integrated virus-immune landscape, revealing critical heterogeneity. The associated prognostic model provides a practical tool for individualized risk assessment and precise KS management."
42045904,42045904,N034009,2,1,ROS-responsive microneedle patch delivering NMN@Cu/CeO₂ nanozyme for restoring immune microenvironment and mitochondrial homeostasis to potentiate diabetic wound healing.,"In diabetic mice, the patch significantly enhanced M2 macrophage polarization, alleviated inflammation, and accelerated wound healing through activation of the SIRT1/Nrf2/HO-1 signaling pathway, accompanied by enhanced angiogenesis and collagen deposition. The reported findings suggest that NMN@Cu/CeO₂-MN represents a potent therapeutic strategy targeting mitochondrial dysfunction and metabolic imbalance in diabetic wound repair."
42045407,42045407,N034012,1,2308,Estren prevents beta-amyloid-induced basal forebrain cholinergic loss and long-term spatial memory deficits in aged female mice.,"The Aβ1–42 did not reduce the density of acetylcholine esterase-positive BFC projections in the somatosensory cortex of aged mice, as had been observed in young mice. Together, the reported findings suggest that selective activators of non-classical intracellular estrogen signaling when administered to older adults have the potential to reduce Aβ1–42-induced cholinergic neurodegeneration induced by increasing concentrations of Aβ and to preserve cognitive performance in AD."
42045322,42045322,N034015,1,1,miR-30b-5p suppresses prostate cancer progression by targeting FLVCR1 through the cAMP/PKA/CREB pathway.,"Mechanistically, FLVCR1 enhances malignant progression by activating the cAMP signaling pathway, and this oncogenic effect is markedly attenuated by ZnPP treatment. Collectively, our findings establish miR-30b-5p as a functional tumor suppressor that restricts prostate cancer progression by repressing FLVCR1-mediated cAMP signaling. miR-30b-5p may serve as a promising prognostic indicator and therapeutic target for patients with prostate cancer."
42043745,42043745,N034019,4,1,Eucalyptus globulus and Cymbopogon flexuosus essential oils antimicrobial and conservative effects against Salmonella enterica serovar typhimurium and possible cytotoxicity: an in vitro and in situ investigation in inoculated pork sirloin.,"None of the samples showed signs of autolysis or putrefaction, suggesting that both CFEO and EGEO, particularly EGEO, are feasible alternatives as food preservatives, depending on the desired application."
42036673,42036673,N034024,3,1,MXene-based CRISPR/Cas9 nanoplatform targeting FABP5 for ROS amplification and synergistic photothermal/photodynamic therapy of cervical cancer.,Both in vitro and in vivo results demonstrated that MPF achieved an impressive tumor inhibition rate of ~96% while maintaining excellent biosafety.
41956400,41956400,N034025,1,282,Interleukin-13 Promotes Accumulation of Esophageal Epithelial Mitochondria With Translational Implications for Eosinophilic Esophagitis.,We identify IL-13 as a mediator of increased mitochondrial mass in EoE through JAK/STAT signaling. We further demonstrate that IL-13 promotes accumulation of extracellular mtDNA and that circulating mtDNA is elevated in patients with EoE.
42036445,42036445,N034040,2,1008,Enhancing internet of things intrusion detection through high-performance boosting ensemble learning.,"Experimental results from five-fold cross-validation show that LightGBM outperforms other models, achieving 99.9% accuracy, F1 Score, and ROC AUC, with significantly lower training time of 612 s. Furthermore, confusion matrix analysis confirms that ensemble methods effectively minimize critical false negatives and false positives. The reported findings suggest that enhanced ensemble techniques provide a scalable, high-performance solution for real-time malware detection in resource-constrained IoT environments, bridging the gap between detection accuracy and computational efficiency."
42036436,42036436,N034041,5,74,In vitro investigation of osteogenic differentiation and bone regeneration potential of magnesium oxide nanoparticles incorporated into bacterial cellulose/silk fibroin scaffolds.,"Consistent with these findings, BC/SF/MgONPs scaffolds led to a significant increase in the expression of early and late osteogenic markers, namely RUNX2 (p = 0.001), ALP (p = 0.002), and BGLAP (p = 0.016). The reported findings demonstrate that BC/SF/MgONPs scaffolds may represent an effective system for promoting the osteogenic differentiation of hASCs and hold promise for BTE applications."
42193316,42193316,N034054,3,277,Osteopontin-4 (OPN-4) Suppresses Tumor Progression Features Whilst Sensitizing c643 Anaplastic Thyroid Cells to Sorafenib.,These early findings point to the fact that OPN-4 may reduce some aspects of tumor progression features in ATC cells and open new avenues for investigating OPN-4 as a biomarker of therapeutic response in personalized treatment strategies.
42035135,42035135,N034070,4,1,METTL3-mediated m6A modification of lncRNA MALAT1 promotes colorectal cancer progression by activating the NF-κB signaling pathway.,"Collectively, our work elucidates the METTL3-m6A-MALAT1-NF-κB regulatory axis in CRC, advancing the understanding of epigenetic mechanisms in cancer progression and providing a theoretical foundation for developing METTL3-targeted therapeutic strategies."
42035126,42035126,N034071,8,1,Bispecific CD37-Siglec6 CAR‑T cells exhibit enhanced anti‑leukemic activity and reduced exhaustion in acute myeloid leukemia xenograft models.,"Bispecific CD37–Siglec6 CAR‑T cells exhibit enhanced anti‑AML activity, improved persistence, and a favorable safety profile in preclinical models. Importantly, these bispecific CD37–Siglec6 CAR-T cells demonstrated enhanced preclinical efficacy against AML cell lines without significantly affecting normal hematopoiesis, providing a promising therapeutic strategy for pediatric AML."
42035078,42035078,N034072,2,1009,"Epidemiological cutoff values of the novel pleuromutilin derivative PFAM and conventional antimicrobials against Mycoplasma gallisepticum in Guangdong, China.","Among tetracyclines, doxycycline (1 μg/mL) was significantly more effective than chlortetracycline (4 μg/mL) The results highlight critical resistance to fluoroquinolones but confirm the sustained efficacy of tiamulin and the promising potential of PFAM as a superior alternative. The reported findings provide a scientific basis for prioritizing effective agents (tiamulin, PFAM) and restricting the use of highly resistant drugs (enrofloxacin, ciprofloxacin) in clinical practice."
42035012,42035012,N034075,6,149,"Computational design of a multi-epitope vaccine against Helicobacter pylori targeting CagA, FliD, urease, and OipA with cholera toxin B subunit (CTB) adjuvant.","Immune simulations predicted robust humoral and cellular responses, indicating sustained immunity The study successfully designed a novel multi-epitope vaccine candidate against Helicobacter pylori using a comprehensive immunoinformatics approach. These comprehensive in silico analyses suggest that the proposed vaccine is a highly promising candidate for combating Helicobacter pylori infections; however, further in vitro and in vivo studies are essential to validate its efficacy and safety."
